T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12
YOR127W	1	0	1	1	0	0	0	1	1	1	1	1
YGL166W	1	1	1	1	1	1	1	1	1	0	0	0
YOL062C	1	1	1	0	0	0	0	0	1	1	1	1
YJR106W	0	0	1	1	1	1	1	1	1	0	1	0
YAL023C	1	1	0	0	0	0	0	1	1	1	1	1
YHR164C	1	1	0	0	1	1	1	0	0	1	1	1
YOL135C	0	1	1	0	0	0	1	1	1	1	1	0
YLR436C	1	1	1	1	1	0	0	0	0	1	1	1
YDL155W	1	1	1	1	0	0	1	1	1	1	1	1
YAR070C	1	0	1	0	1	0	1	0	1	1	1	0
YNL163C	0	0	1	1	1	1	1	1	1	0	1	1
YFL010C	1	0	0	0	0	0	1	1	1	1	1	1
YDL208W	0	0	1	0	1	1	1	1	1	1	1	1
YML007W	0	1	1	1	1	1	1	0	0	0	0	0
YMR078C	1	0	0	0	0	0	0	0	1	1	1	1
YPL139C	1	1	1	1	0	0	0	0	1	1	0	1
YMR180C	1	1	1	1	1	1	1	0	0	0	0	0
YNL085W	0	1	1	1	0	0	0	1	1	1	1	1
YHR179W	1	0	0	0	0	1	1	1	1	1	1	1
YHR099W	1	1	0	0	1	0	0	0	1	1	1	1
YHL025W	1	1	1	1	0	0	1	1	1	1	1	0
YGR133W	1	1	1	1	1	1	1	1	0	0	1	1
YML025C	1	1	1	0	0	0	0	0	1	1	1	1
YKR062W	1	1	0	1	1	1	0	1	1	1	0	1
YLR223C	1	0	1	1	1	1	1	1	1	1	1	1
YPR069C	0	1	1	1	1	1	0	1	1	1	0	1
YIL038C	1	1	0	1	1	1	0	1	1	1	1	0
YNL315C	1	1	1	0	0	0	0	0	1	1	1	1
YBL010C	1	0	1	0	0	1	0	0	1	1	1	1
YNL073W	1	1	1	1	0	0	0	0	1	1	1	1
YCR052W	1	0	1	0	0	0	1	1	1	1	1	1
YJL141C	1	1	1	1	1	1	1	0	0	0	0	0
YOR267C	1	1	1	1	1	0	1	1	1	0	0	0
YCR095C	0	1	1	1	1	1	1	0	0	0	0	1
YLR119W	1	1	1	1	1	1	1	1	0	0	0	0
YJL140W	1	1	1	1	1	1	0	1	0	1	0	1
YDL166C	1	0	0	0	0	0	0	1	1	1	1	1
YGR283C	0	0	0	0	1	1	1	1	1	1	1	1
YKL117W	1	1	1	1	1	1	1	1	0	0	0	0
YKL165C	1	0	0	0	0	0	0	0	1	1	1	1
YPL155C	1	1	1	1	0	0	0	1	1	1	1	1
YGL079W	0	0	1	1	1	1	1	1	1	1	1	0
YER069W	0	0	1	1	1	1	1	1	1	0	0	0
YDR407C	1	0	1	1	1	1	1	0	0	1	1	1
YNL097C	0	1	1	1	1	1	1	0	1	1	0	0
YJR052W	0	1	1	1	1	1	1	1	1	0	0	0
YMR163C	1	1	1	1	1	1	1	0	0	0	0	0
YMR186W	0	1	1	1	1	1	1	1	0	0	1	0
YLR454W	1	1	1	1	1	1	1	0	0	0	0	0
YIL156W	1	1	0	1	1	1	0	0	0	1	1	0
YML128C	0	1	1	1	1	1	1	1	0	0	0	0
YCL064C	1	1	0	0	0	1	1	0	1	1	1	1
YOR207C	1	0	0	0	1	1	1	1	1	1	1	1
YPR168W	0	1	1	1	1	1	1	1	1	0	0	0
YFR024C-A	1	1	1	1	0	1	1	0	0	1	1	1
YOR291W	1	0	1	1	1	1	1	0	1	1	0	0
YHR074W	1	1	1	1	1	1	1	0	0	1	1	1
YIL128W	1	1	0	0	0	1	0	0	1	1	1	1
YKL014C	1	0	0	0	0	1	1	1	1	1	1	1
YLR064W	0	1	1	1	1	1	0	1	1	0	1	0
YJR006W	1	1	1	0	0	0	0	0	1	1	1	1
YGL238W	0	1	1	1	0	1	0	1	1	0	1	1
YBR280C	1	1	1	1	1	1	1	0	0	0	0	0
YNL049C	1	0	1	1	1	0	0	1	1	1	1	1
YBR128C	1	1	1	1	1	1	1	0	0	0	0	0
YJL010C	0	0	0	1	1	1	1	1	1	1	1	1
YBR220C	1	0	0	0	0	0	0	1	1	1	1	1
YCR053W	0	0	1	0	1	1	1	1	1	1	1	1
YDR179C	0	0	0	1	1	1	0	1	0	1	1	1
YBL036C	0	0	1	0	1	1	1	1	1	1	1	1
YNL091W	1	1	1	1	1	1	1	1	0	0	0	0
YGL019W	1	1	0	0	0	0	1	1	1	1	1	1
YER178W	1	1	1	1	1	1	1	1	0	0	0	0
YLR328W	1	1	1	0	0	0	0	1	1	0	1	1
YLR369W	1	1	1	1	1	0	0	0	1	1	1	1
YLR341W	1	1	0	0	0	0	0	1	1	0	1	1
YNL035C	1	0	0	0	0	1	0	1	1	1	1	1
YEL044W	1	1	1	1	1	1	1	1	0	0	0	1
YPR065W	0	1	1	1	1	1	1	1	1	0	1	0
YJL050W	1	0	0	0	1	1	1	1	1	1	1	1
YBR135W	1	1	1	0	0	0	0	1	1	0	1	0
YBR072W	0	1	1	1	1	1	1	1	0	0	0	0
YKL145W	1	1	1	1	1	1	1	1	0	0	0	0
YLL022C	1	1	0	0	0	0	1	1	0	1	1	1
YKL215C	1	1	1	0	1	1	0	0	0	1	1	1
YMR064W	1	1	1	0	1	0	0	0	0	1	1	1
YGL055W	1	1	1	1	1	1	1	0	0	1	1	0
YMR216C	1	1	1	1	1	0	0	1	1	0	1	1
YOR257W	0	1	1	1	1	1	1	0	1	0	0	0
YDR232W	1	1	1	1	0	0	1	1	1	1	1	1
YBR082C	0	0	0	1	1	1	1	1	1	1	0	1
YOR028C	0	1	1	1	1	1	1	0	0	0	0	0
YGL049C	1	1	0	0	0	0	0	1	1	1	1	1
YAL018C	1	1	1	1	1	1	1	0	1	0	0	0
YOR213C	1	0	0	1	0	0	1	1	1	1	1	1
YPR178W	1	1	1	1	1	1	1	1	1	0	0	0
YMR034C	1	1	1	1	1	1	1	1	0	0	0	0
YPR114W	1	0	0	0	0	0	0	1	1	1	1	1
YJL001W	1	1	1	1	1	1	1	1	0	0	0	0
YNL021W	1	0	1	0	0	0	1	1	1	1	1	1
YGR233C	1	0	0	0	0	1	1	1	1	1	1	1
YBR143C	1	0	0	0	1	0	1	1	1	1	1	1
YDL029W	1	1	1	1	1	1	1	0	0	1	0	1
YMR222C	0	1	1	1	1	1	1	1	1	1	0	0
YBL057C	1	0	1	0	0	0	1	1	1	1	1	1
YPL055C	1	0	0	0	1	1	1	1	1	1	1	1
YJL020C	1	1	1	1	1	1	1	0	0	0	0	0
YLR371W	1	1	1	1	1	1	1	0	0	0	0	0
YGR165W	1	1	0	0	0	0	0	0	1	1	1	1
YNR016C	1	1	1	1	1	1	1	0	0	0	1	0
YNR030W	0	1	1	1	1	1	0	1	0	0	1	0
YLR187W	1	0	1	1	0	0	1	0	1	1	1	1
YJL052W	1	1	1	1	1	1	1	1	1	0	0	0
YLR091W	1	1	1	1	1	1	1	1	0	0	0	0
YPR184W	1	1	1	1	1	1	1	0	0	0	0	0
YNL102W	1	1	1	0	0	0	0	0	1	1	1	1
YDL036C	1	0	1	1	1	1	1	1	1	1	1	1
YLR332W	1	1	0	0	0	0	0	1	1	1	1	1
YBL060W	1	1	1	1	1	1	1	0	1	0	0	1
YAL024C	1	1	0	1	0	0	0	1	1	1	1	1
YFL014W	0	1	1	1	1	1	1	1	0	0	0	0
YER152C	1	1	1	1	1	1	1	0	0	0	0	0
YGR224W	1	1	1	1	1	0	1	0	1	1	1	0
YGL203C	1	1	1	0	0	0	0	1	1	1	1	1
YDR202C	1	1	1	1	1	1	1	0	0	0	0	0
YPL077C	1	0	0	0	1	1	1	1	1	0	1	1
YGR032W	1	1	0	0	0	1	1	0	1	1	1	1
YGR244C	1	1	1	1	1	1	1	0	0	0	1	1
YPR101W	0	0	1	1	1	1	1	1	1	1	1	1
YDR059C	1	1	1	1	1	1	1	1	0	0	0	0
YDR538W	1	0	1	1	1	1	1	0	1	0	0	0
YGR103W	1	0	1	0	1	1	1	1	1	1	1	1
YKR098C	1	1	1	1	1	1	0	0	1	0	0	0
YDR453C	1	1	1	1	1	1	1	1	0	0	0	0
YPL197C	1	0	1	1	1	1	1	0	0	1	0	0
YGL145W	0	1	1	1	1	1	1	1	1	1	1	1
YFR036W	1	1	1	1	1	1	1	1	1	0	0	0
YDR118W	1	1	1	1	1	1	1	0	0	1	0	1
YKL067W	1	1	1	1	1	0	0	0	1	1	1	1
YBL023C	1	1	1	1	1	1	1	1	1	1	0	1
YAL033W	1	0	0	0	0	0	0	1	1	1	1	1
YMR300C	0	0	0	0	0	0	1	1	1	1	1	1
YJR143C	1	0	0	0	0	0	0	1	1	1	1	1
YDR017C	0	0	0	1	1	1	0	1	1	1	0	1
YOR161C	0	1	1	1	1	1	1	1	0	0	0	0
YDR033W	1	0	0	0	1	1	1	1	1	1	1	1
YDR308C	1	0	1	1	0	1	0	1	1	1	1	1
YKL210W	1	1	1	1	1	1	1	0	0	0	0	0
YBL026W	0	0	1	1	1	1	0	1	1	1	1	1
YBR025C	0	0	0	1	1	1	1	1	1	1	1	1
YBR170C	1	1	1	1	1	1	1	1	0	0	0	0
YPR186C	1	0	1	0	0	1	1	1	1	1	1	1
YBR197C	0	0	1	1	1	1	1	1	1	0	0	0
YPR033C	1	0	0	0	0	0	0	1	1	1	1	1
YDR440W	1	0	1	0	1	0	0	0	1	1	1	1
YLR407W	0	1	1	1	1	1	1	1	1	1	1	1
YDR226W	1	0	0	0	0	0	0	1	1	1	1	1
YCR066W	0	1	1	1	1	1	1	1	1	0	0	1
YDR167W	1	0	0	0	0	0	0	1	1	1	1	1
YIL015W	1	1	0	0	0	0	0	1	1	1	1	1
YKL041W	1	0	0	0	1	1	1	1	0	1	1	1
YPL236C	1	1	1	1	1	1	1	0	1	0	0	0
YLR303W	1	0	1	0	1	0	1	1	1	1	1	1
YOR272W	0	0	1	1	1	1	1	1	1	1	1	1
YKL012W	1	1	0	1	1	1	1	1	1	0	1	0
YDR325W	1	1	1	0	0	0	0	1	1	1	1	1
YLR435W	1	0	1	1	1	1	1	1	1	1	1	1
YKL207W	1	1	1	1	1	0	0	1	1	0	1	0
YOR110W	0	1	1	1	1	0	1	1	1	1	1	0
YER048C	1	1	1	1	1	0	0	0	1	0	1	1
YER025W	1	0	0	0	1	1	0	1	1	1	1	1
YOR035C	1	1	1	1	1	1	1	1	0	0	0	0
YMR297W	1	1	1	1	1	1	1	1	0	0	0	0
YDL150W	0	0	1	1	0	1	1	1	1	1	1	1
YPL268W	0	0	1	1	1	1	1	1	1	1	1	1
YDR245W	1	0	0	0	0	0	0	1	1	1	1	1
YNL254C	0	0	1	1	1	1	1	1	1	1	1	1
YJR033C	1	1	1	1	1	1	1	0	0	0	0	0
YPL179W	0	1	1	1	1	1	1	0	1	1	0	0
YHR001W	1	1	1	1	1	1	1	0	0	0	1	0
YMR120C	1	0	0	0	0	0	1	1	1	1	1	1
YLR090W	1	1	0	0	0	0	0	0	1	1	1	1
YKR089C	1	1	1	1	1	1	1	0	0	0	0	0
YCR081W	1	0	1	1	0	1	0	1	1	1	1	1
YKR079C	0	0	0	0	1	1	1	1	1	1	1	1
YHR011W	1	1	0	0	0	0	0	0	1	1	1	1
YKL201C	1	1	1	1	1	1	1	1	1	0	0	0
YGR134W	1	1	0	0	1	1	1	0	1	1	1	0
YPR021C	1	1	1	0	0	0	0	0	1	1	1	1
YIR033W	0	1	1	1	1	1	1	0	0	1	1	0
YML024W	1	0	0	1	1	1	1	1	1	1	1	1
YOR027W	0	1	1	1	1	1	1	1	0	1	0	0
YDL140C	1	1	1	1	0	0	1	1	1	1	1	0
YMR007W	1	1	1	1	1	1	1	0	0	0	0	0
YKL052C	1	1	1	1	1	1	1	1	0	0	0	0
YGR272C	1	0	0	1	1	1	1	1	1	1	1	1
YNL055C	1	1	1	1	1	0	1	0	0	1	1	0
YER177W	1	1	1	1	1	1	1	1	0	1	0	0
YOR040W	0	1	1	1	1	1	1	1	0	0	0	0
YGL242C	1	1	1	1	0	1	0	0	0	1	1	1
YAL021C	1	0	1	1	1	1	1	1	1	1	0	1
YML105C	1	1	1	0	1	0	0	1	1	1	1	1
YGR061C	1	0	0	0	0	0	1	1	1	1	1	1
YOR192C	1	0	1	1	1	1	1	0	1	0	1	0
YNL172W	1	1	1	1	1	1	1	1	0	0	0	0
YAL063C	1	1	1	1	1	1	1	0	1	0	1	0
YEL055C	1	0	0	0	0	0	0	1	1	1	1	1
YJR114W	1	1	1	0	1	0	0	0	1	1	1	1
YOR196C	1	1	1	0	0	0	0	1	1	1	1	1
YPL065W	0	1	1	1	1	1	1	0	0	1	0	0
YDR044W	1	0	0	1	0	0	0	1	1	1	1	1
YNL247W	1	0	0	0	0	0	0	1	1	1	1	1
YPL024W	1	1	1	1	0	1	0	1	0	0	1	1
YBR066C	1	0	0	0	0	1	1	1	1	1	1	1
YLL001W	1	1	0	1	0	0	0	0	1	1	1	1
YOR326W	1	1	1	0	0	0	0	1	1	1	1	1
YDR515W	1	1	1	0	0	0	0	0	1	1	1	1
YBR264C	1	1	1	1	1	1	1	0	0	1	0	0
YEL023C	1	1	1	1	1	1	0	0	1	0	1	1
YGL039W	1	1	0	0	0	0	1	0	1	1	1	1
YMR044W	0	1	1	0	0	0	0	1	1	1	1	1
YKL139W	0	0	1	1	1	0	1	1	1	1	1	1
YGR256W	0	1	1	1	1	1	1	1	0	0	0	0
YDR110W	0	0	1	1	0	1	1	1	1	1	1	1
YOR026W	1	1	1	1	0	1	0	0	1	1	1	1
YBR127C	1	0	1	1	0	0	0	1	1	1	1	1
YBR260C	1	1	1	1	0	0	0	0	1	1	1	1
YHL013C	1	0	0	0	0	0	1	1	1	1	1	1
YDL060W	0	0	1	1	1	1	1	1	1	1	1	1
YPL138C	0	1	1	1	1	1	1	1	1	0	0	0
YCL024W	1	1	0	0	1	1	1	0	1	1	1	1
YBR235W	1	1	1	1	1	1	1	0	0	0	0	0
YJL011C	0	0	0	1	1	1	1	1	1	1	1	1
YHR191C	1	1	0	1	1	1	0	0	0	1	1	1
YPL150W	1	1	1	1	1	1	1	1	0	1	0	1
YIL116W	1	0	0	0	1	1	1	1	0	1	1	1
YHR131C	1	1	1	1	1	1	1	0	0	1	1	0
YAL039C	1	1	0	0	0	0	1	1	1	1	1	1
YIL177C	1	1	0	0	1	1	0	0	1	1	1	1
YNL209W	1	0	0	0	0	0	1	1	1	1	1	1
YLR313C	1	1	1	0	1	1	1	0	1	1	1	1
YIL046W	1	0	1	1	1	0	1	1	1	1	1	0
YDR406W	1	1	1	1	1	1	1	0	0	0	0	1
YFR003C	1	1	1	1	1	1	1	0	0	0	0	0
YGR084C	1	1	0	0	0	0	0	0	1	1	1	1
YAL046C	1	1	0	0	0	0	0	0	1	1	1	1
YDR049W	0	0	1	0	0	1	1	1	1	1	1	1
YLR385C	1	0	1	1	0	0	1	1	1	1	1	0
YLL021W	1	0	1	0	0	0	0	1	1	1	1	1
YER125W	1	1	1	1	1	1	0	0	1	1	0	0
YDL097C	0	1	1	1	1	1	1	0	0	1	0	0
YFR011C	1	1	1	0	0	0	0	0	1	1	1	1
YDR212W	0	0	1	1	0	1	1	1	1	1	1	0
YKR029C	1	1	0	1	1	1	0	0	1	1	0	1
YML102W	1	0	0	0	0	0	0	1	1	1	1	1
YOR356W	1	1	1	1	1	0	0	0	0	0	1	1
YNL181W	1	1	0	0	1	0	0	1	0	1	1	1
YNL308C	0	0	1	1	1	1	1	1	1	1	1	1
YBR249C	0	0	1	1	1	1	1	1	1	0	1	1
YNL284C	1	1	0	0	0	0	0	0	1	1	1	1
YER174C	1	0	0	0	0	1	1	1	1	1	1	1
YKR078W	0	1	1	0	0	0	1	1	1	1	1	1
YLR125W	1	1	1	1	1	1	1	0	0	0	0	1
YDR159W	1	1	1	1	1	1	0	0	0	0	0	1
YGR220C	1	1	0	0	0	0	0	0	1	1	1	1
YDR170C	1	1	1	0	0	0	0	1	1	1	1	1
YPL093W	0	0	1	1	1	1	1	1	1	1	1	1
YKL164C	0	1	1	1	1	1	1	0	0	0	0	0
YKL004W	0	1	0	1	1	1	0	1	1	0	1	1
YHR009C	1	1	1	1	0	0	0	0	1	1	1	1
YKR093W	1	1	1	1	1	0	1	1	1	0	0	0
YGL129C	1	1	0	0	0	0	0	0	1	1	1	1
YJR047C	1	1	1	1	1	1	1	1	1	1	1	1
YKR006C	1	1	0	0	0	0	0	0	1	1	1	1
YCR057C	0	0	1	1	1	1	1	1	1	1	1	1
YDR052C	0	1	1	1	0	0	0	1	1	1	1	1
YBR062C	0	1	1	1	1	1	1	0	0	1	0	0
YLR243W	1	1	1	1	0	1	1	1	1	1	1	1
YKL075C	0	0	0	0	1	1	1	1	1	1	1	0
YHR027C	1	1	1	1	1	1	1	0	0	1	1	0
YOL111C	1	1	1	1	1	1	1	1	0	0	0	0
YMR167W	1	0	1	0	1	1	1	1	1	1	1	0
YFL009W	1	1	1	0	0	0	0	1	1	1	1	1
YOR362C	0	1	1	1	1	1	1	1	0	1	0	0
YHR137W	1	1	1	1	1	1	1	1	0	0	0	0
YMR048W	1	1	1	0	0	0	0	0	1	1	1	1
YBR121C	1	0	0	0	0	0	0	1	1	1	1	1
YOR201C	1	0	0	0	0	0	1	1	1	1	1	1
YBR172C	1	0	1	0	0	0	0	1	1	1	1	1
YIR002C	1	1	0	0	1	1	1	0	1	1	1	1
YGL216W	1	1	0	0	0	0	1	1	1	1	1	1
YBL043W	1	0	1	0	0	0	1	0	1	1	1	1
YJR058C	1	1	0	1	1	1	0	0	1	1	1	1
YFR014C	0	1	1	1	1	1	0	1	1	1	0	0
YHR036W	1	1	0	1	1	0	1	0	1	1	1	1
YPR120C	1	0	0	0	1	1	1	1	1	1	1	1
YJL063C	1	1	0	0	0	0	0	0	1	1	1	1
YLR315W	1	1	1	0	1	1	1	0	0	1	1	1
YPR004C	1	1	1	0	0	0	0	1	1	1	1	1
YHR081W	1	0	0	1	1	1	1	1	1	1	1	1
YDR436W	1	1	1	1	1	1	1	0	0	0	0	0
YMR183C	1	1	1	1	1	1	1	1	0	0	1	1
YML021C	1	0	0	0	0	0	0	1	1	1	1	1
YJR004C	1	1	1	1	1	1	1	0	0	0	1	1
YBR169C	0	1	1	1	1	1	1	1	0	0	0	0
YPL174C	1	1	1	1	1	1	1	0	1	0	0	0
YOL028C	1	1	0	0	0	0	1	1	1	1	1	1
YDR311W	0	1	1	1	1	1	1	1	1	1	0	0
YOR138C	1	1	1	1	1	1	1	0	1	0	0	0
YPL206C	1	1	1	1	1	1	1	0	1	1	0	0
YLR408C	1	1	1	1	1	0	0	0	0	1	1	1
YHR063C	1	0	0	0	0	0	0	1	1	1	1	1
YIL022W	1	1	0	0	0	0	0	1	1	1	1	1
YCL011C	1	1	1	0	0	0	1	1	1	0	1	0
YOR111W	0	1	1	1	1	0	1	0	1	1	1	0
YOR216C	1	0	0	1	0	0	0	1	1	1	1	1
YPL213W	1	0	0	0	0	1	0	1	1	1	1	1
YHR200W	1	1	1	1	1	0	1	0	1	1	1	0
YGR052W	1	1	1	1	1	1	1	1	0	0	0	0
YKL191W	1	0	0	0	1	1	1	1	1	1	1	1
YNL165W	1	1	1	1	1	1	1	1	0	0	1	0
YBR006W	1	1	1	1	1	1	1	0	0	0	0	0
YCL004W	1	1	1	0	0	0	1	0	0	1	1	1
YNL054W	0	1	1	1	0	0	1	1	1	0	1	0
YOL059W	0	1	1	1	1	1	1	1	1	0	0	0
YDR454C	1	0	0	0	0	0	0	1	1	1	1	1
YPR198W	1	1	1	1	1	1	1	0	1	0	0	1
YDR063W	1	1	1	1	1	1	1	0	0	1	0	0
YGL181W	1	1	1	1	1	1	1	0	1	1	1	0
YOR296W	0	1	1	1	1	1	1	0	1	1	1	1
YDR495C	1	0	0	1	1	1	1	0	1	1	0	1
YBL053W	1	1	1	1	1	1	1	0	1	0	0	1
YNR033W	1	1	1	1	0	0	0	0	0	1	1	1
YBL004W	1	0	0	1	0	1	1	1	1	1	1	1
YER120W	1	1	1	1	1	1	0	1	1	0	1	0
YBR289W	1	1	1	1	1	1	1	0	0	0	1	0
YDR337W	1	1	0	0	0	0	0	0	1	1	1	1
YKL003C	1	1	0	0	0	0	0	0	1	1	1	1
YOR177C	1	1	1	1	1	1	1	0	0	0	0	0
YKL206C	1	1	1	1	1	1	1	0	1	0	1	0
YNR047W	1	1	1	1	1	1	1	0	1	1	0	0
YLR089C	1	1	1	0	0	0	0	0	1	1	1	1
YPL255W	1	1	1	0	0	0	0	0	1	1	1	1
YDR472W	0	0	0	1	0	1	1	1	1	1	1	1
YKR022C	0	0	0	1	1	1	1	1	0	1	1	1
YJR062C	1	0	1	1	1	1	1	1	0	1	0	0
YMR093W	0	0	1	1	1	1	1	1	1	1	1	1
YML085C	1	1	1	1	0	0	0	0	0	1	1	1
YGR047C	1	1	0	1	1	1	1	1	0	1	1	1
YDR388W	1	1	1	1	1	1	1	0	0	0	0	0
YLR434C	1	0	1	1	0	1	1	1	1	0	1	0
YBR234C	1	1	1	1	1	1	1	0	1	1	0	0
YMR005W	1	0	0	1	1	0	1	1	1	1	1	1
YLR304C	1	1	1	1	1	0	0	0	1	1	1	1
YOL018C	1	1	1	1	1	1	1	0	0	1	1	1
YCL039W	1	1	1	1	1	1	1	0	0	0	0	0
YDR451C	1	1	1	1	0	0	0	0	0	1	1	1
YPL226W	0	0	1	0	1	1	1	1	1	1	1	1
YPR183W	1	1	0	0	0	0	0	1	1	1	1	1
YOR340C	0	0	0	1	1	1	1	1	1	1	1	1
YNL176C	1	1	1	0	1	0	0	1	1	0	1	1
YGR054W	1	0	0	0	0	0	1	1	1	1	1	1
YNR074C	0	1	1	1	1	0	0	1	1	0	1	0
YMR280C	1	1	1	1	1	0	0	0	1	1	1	1
YLR142W	1	0	1	1	1	1	1	1	1	0	1	1
YKR014C	1	1	1	1	1	1	1	0	0	0	0	0
YCL036W	1	1	1	1	1	1	1	1	1	1	1	1
YMR128W	0	0	0	1	1	1	1	1	1	1	1	1
YDR363W-A	1	1	1	1	1	1	0	0	0	1	0	1
YER151C	0	1	1	1	1	1	0	1	1	1	1	1
YBR105C	1	1	1	1	1	1	1	1	1	1	1	1
YFL038C	1	1	1	1	1	0	0	0	0	1	1	0
YBR039W	1	1	1	1	0	0	0	0	1	1	1	1
YER004W	1	1	1	1	1	1	1	1	0	0	0	0
YDR394W	0	1	1	1	1	1	1	1	1	1	0	0
YMR272C	0	0	1	1	1	1	1	1	1	0	1	0
YLL023C	0	1	1	1	1	1	1	1	0	0	0	0
YLR129W	0	0	0	1	1	1	1	1	1	1	1	1
YIR025W	1	1	1	1	1	1	1	1	0	0	0	0
YCR090C	1	1	1	1	0	0	0	1	1	1	1	1
YMR072W	1	1	1	1	1	1	1	1	0	0	1	0
YLR163C	1	1	0	0	0	0	0	0	1	1	1	1
YBL039C	1	0	1	1	1	1	1	1	1	1	1	1
YPR005C	1	1	1	1	1	1	1	0	0	1	1	1
YPR115W	1	1	1	1	1	1	1	0	0	0	0	0
YDR086C	0	1	1	1	1	1	0	0	1	1	1	1
YOR036W	1	1	1	1	1	1	1	0	0	0	0	0
YJR005W	1	1	1	0	1	0	0	0	1	1	1	1
YBL034C	1	1	0	0	0	0	0	0	1	1	1	1
YLR398C	1	0	0	0	1	0	1	1	1	1	1	1
YMR196W	1	1	1	1	1	1	1	0	0	0	0	0
YOR230W	0	1	1	1	1	1	1	1	0	0	0	0
YNL026W	1	1	1	1	0	0	0	0	0	1	1	1
YGR095C	1	0	0	1	1	1	1	1	1	1	1	1
YGL090W	1	0	0	1	1	1	1	1	0	1	1	1
YJL144W	0	1	1	1	1	1	1	1	0	0	0	0
YER094C	1	1	1	1	1	1	1	0	0	0	0	0
YML015C	0	1	1	1	1	0	1	1	1	0	1	0
YDR147W	1	1	1	1	0	0	0	0	0	1	1	1
YDL101C	1	1	1	1	0	0	0	0	1	1	1	1
YPR062W	1	1	1	1	0	0	0	1	1	0	1	1
YDR001C	0	1	1	1	1	1	1	1	1	0	0	0
YAL016W	1	1	1	1	1	1	1	0	0	0	0	0
YOL139C	0	0	1	0	0	0	0	1	1	1	1	1
YPL096W	0	1	1	1	1	1	1	0	0	1	0	0
YHL002W	1	1	1	1	1	1	1	0	1	1	1	0
YHR103W	1	1	1	1	0	1	0	0	1	1	1	1
YFR022W	1	1	1	0	1	1	1	0	1	0	1	0
YJL115W	1	0	1	0	0	1	1	1	1	1	1	1
YBL007C	1	1	1	1	1	1	1	0	0	0	0	0
YJL094C	1	1	1	1	1	1	0	0	0	0	0	0
YEL015W	1	1	1	0	0	0	1	1	1	1	1	1
YDR186C	0	1	1	1	1	1	1	1	0	0	0	1
YKL091C	1	1	1	1	1	1	1	0	0	0	0	0
YDL126C	1	1	1	1	1	1	1	0	0	1	0	0
YPR028W	1	1	1	1	1	1	1	0	0	0	0	0
YLR207W	1	1	1	1	1	1	1	0	0	1	0	0
YML103C	0	1	1	1	1	0	0	1	1	0	1	1
YMR149W	0	1	1	1	1	0	1	0	1	1	1	0
YMR302C	1	1	1	1	1	1	1	0	0	1	1	1
YGL133W	1	0	0	1	1	1	1	1	1	1	1	1
YHR194W	1	1	1	1	1	1	1	0	1	1	1	0
YLR197W	1	0	0	0	0	1	1	1	1	1	1	1
YGL246C	0	0	0	0	0	0	1	1	1	1	1	1
YMR214W	0	0	1	0	1	0	1	1	1	1	1	1
YDR116C	1	1	0	0	0	0	0	0	1	1	1	1
YIL112W	1	1	0	0	1	1	1	1	0	1	1	1
YLR072W	1	1	1	1	1	1	1	0	1	0	0	0
YMR140W	1	1	1	1	1	1	1	0	0	0	0	0
YGL158W	1	1	1	1	1	0	1	0	0	0	0	0
YGR246C	1	1	0	1	1	0	1	0	0	1	1	1
YHR135C	1	1	1	1	1	0	1	0	0	1	1	1
YJL176C	1	1	1	1	1	0	0	0	0	1	0	1
YOR123C	0	1	0	1	0	0	0	1	1	1	1	1
YJL165C	1	1	1	1	0	1	1	0	1	1	1	0
YML046W	0	0	1	1	1	1	1	1	1	0	1	1
YGL150C	1	0	0	0	1	1	1	1	1	1	0	1
YJR136C	1	1	1	1	1	1	1	0	1	0	0	1
YHR160C	1	1	1	1	1	1	1	1	0	0	0	0
YGR228W	1	1	0	0	0	0	0	1	1	1	1	1
YPL181W	1	1	1	1	0	0	0	1	1	1	1	0
YOR270C	0	1	1	1	1	1	0	1	1	1	0	0
YOR244W	0	1	1	1	1	1	1	1	1	0	0	0
YLR433C	0	1	1	1	1	1	0	0	1	1	1	1
YJL035C	1	1	0	0	1	0	0	1	1	1	1	1
YLR118C	1	0	0	1	1	1	1	1	0	1	0	0
YOR133W	1	0	0	0	0	1	1	1	1	1	1	1
YPR116W	1	0	1	0	0	0	1	1	1	1	1	1
YIL109C	1	1	1	1	1	0	0	0	1	0	1	0
YIL017C	1	1	1	1	1	1	1	0	0	1	0	0
YGR138C	1	0	0	0	0	0	0	1	1	1	1	1
YKL081W	1	0	0	0	0	0	0	1	1	1	1	1
YOR013W	1	0	0	1	1	1	1	1	1	1	1	1
YPL230W	1	1	1	1	1	1	1	0	0	0	0	0
YER144C	0	1	1	1	1	1	1	0	0	0	0	0
YOL149W	0	1	1	1	1	1	0	1	1	1	1	1
YOR148C	1	1	1	1	1	1	1	1	0	0	0	0
YDR192C	0	1	1	1	1	0	1	1	1	1	0	0
YKL116C	1	1	1	1	1	1	0	0	1	1	0	0
YOR185C	1	1	1	1	1	1	1	1	0	0	0	0
YGR130C	1	1	1	1	1	1	1	0	0	0	0	0
YGL137W	1	1	1	1	0	0	0	0	0	1	1	1
YFR049W	1	1	1	1	1	1	0	0	0	1	1	1
YEL042W	1	0	1	0	0	0	0	1	1	1	1	1
YER007W	0	1	1	1	0	1	0	1	1	0	0	0
YJR050W	0	0	1	1	1	1	1	1	1	1	0	0
